sentence	lable
in ennem strängen Tan : „ Hedwig , was weißt du vom Hasen ? “ Auweih , dat Hedwig was kalt erwisket woren .	0
» Maria is bi eren Oom in Altna , eer Tante hett eer darhin bröcht. «	1
Diäshalf halere sey Hülpe , indiäm hai de ganze Sneyderzunft beyäintrummelere .	0
» Dat es en guërren Mann .	0
dei Küenig hiat et vernuammen , Alle dei Hêrrens hätt et ouk hord !	0
iëck drauġ op 'em Koppe drei Küörwe met Backwiärk .	0
watt witt ij van mij ?	0
Ach , wu klagr ' hei sei ân , dei ungetrüe : sei leit iahn Schmacht'rig dorin un woll dian Satten dei Rückkiahr verwiahren .	0
» Wat hett se denn von Di seggt ? «	1
et lachet uss ahn all Hügel un Hag Un priächtiger wiärt dat nau jeden Dag .	0
dao verschrâk siëck de Küönig Belschazzar nuoch mäh un wouë nuoch bläiker un ouk sine Gäste konnen iëhme nit helpen .	0
Tahnpîne	0
Niägente Plaoge : Düüsternis	0
Richters 11 , 1 –11	0
„ Uese Fritzken flött sau geren , “ Saggte Mutter Holtermann , Jo , diän sölt Ey doch mol hören , Wat dai nit all flaiten kann ; Alles , watte äinmol hohrt , Flött dai Junge no saufohrt .	0
JOACHIM Wrede ofm cap , Dieburg/Hessen	0
ik belach di mit din ganzen Bökerkram .	1
yek härre myek wahrt viär d ’ r Äihe , Dai später sau vyelen dait läie ; De Dummen werd awwer nit all. “ DE WEYSE BIUER	0
wann hei Au folget , sou wirwelt dian Stouw , domet Ih dei Ougen Iahm met Driete un Sande verschlutt .	0
kein Klang van niggemoudscher Tid drungk jäih in düese Stille .	0
» Ach , meent He dat ?	1
dat weer al schummerig , as wedder Hunnen anslogen .	1
Josua maket sin Testament	0
sei mochen füör diän Pharao dei Stiädte Pithom un Raemses buggen met Schüüern füör dat Kaorn .	0
na , denn hett mien Fru sach nich unrecht , wenn se seggt , schaad weert 't , dat ik keen Paster waarn weer , ik kunn so to Harten spreken. «	1
» Dar schallst Du groten Dank hebben , Paul ! « reep Hinnerk mit en Toon , as wenn em en Steen von 't Hart full .	1
se weren eben klaar , as Neels mit Paul Struck in de Döör trock .	1
mi waar grulich tomoot , un dochen , Spitz , ik kunn 't ni möten : ik lach !	1
hei sölle mi folgen .	0
dao hollen se dei Dou'enklaoge füör 'ne un begrauwen 'ne .	0
David trûert üm Saul un Jonatan	0
» Kinners , dat is slimm !	1
dei mochen Frondennst daun .	0
» De Minsch is as en Hund , junge Mann : de löppt , wenn he jung is , jeden na , de em locken un gefallen deit , naher bellt he alle Lüüd an , de ni to sien Huus höört , is gar beetsch un böös darto .	1
Hannes leep all wat he kunn , he weer geern los von de krallige Hand un de kolen grauen Ogen .	1
dao saoġ hei dei Dochter van diäm Kanaaniter Schua un bestarre siëck met iëhr .	0
– denn is mi frosterig tomoot , ja , mitto kommt mi en Gruun an , un ik höör Dierk-Scheper un sien Lachen .	1
he weert af un sett sik gliek op de Baan .	1
is an de Kant dalgleden , de Racker !	1
sien Haar is as frischen Sne so witt , gneterswart is sien Peerd , un he ritt op un dal , hin un her , un ut de Hoofspoor waßt Gras un Krüder un Blomen .	1
wenn anner jung Bengels mal wagen , achter 't Finster to scheten , denn hiß Henn-Oom den Hund achter eer ; as he dat aver mal doon wull bi Detelt , do wull Trina-Mösch em bina to Kopp gaan , un de Hund wull ok nich , hä hä , de sprung an Detelt op un lick em in 't Gesicht , hä hä. «	1
ik weer en löpschen , flinken Jung un freu mi as ' n Stint , as min Mudder ehr Jawort gev .	1
nu keemen ümmer mehr Wagen , un ümmer ole Herrn steegen dar ut , so dat ik binah glövt harr , alle Hambörger weern old , wenn nich mennigmal en jungen Herrn , de awer meistens as Krückstock von en olen deen , oder en Dam dar mank west weer .	1
wat ?	0
Water drunk hei ut diär Biäcke .	0
den Jung schoten de Tranen in de Ogen .	1
dei Ollen , dei dao liäwet vättig Jaohre un länger , sei wett verdriëwwen .	0
wo sai niu in Dänemark ankämen un hai sog do dai vielen Husaren , mennte hai , et möchten hyier doch gure Quateuere giewen , denn do wören all wot , dai sick te dicke friäten härren , denn se härren se frailet .	0
dat verdrout iahn im Hiarten , dat Brun liawendig entkommen .	0
as de Bruutlüüd abends to Huus kamen deen , weer allens wedder still .	1
Hannes waar root bet an den Hals .	1
giäw ! “ un dei Lülinge hewt also ’ ne grote Verwandtschop vöärnehmster Art .	0
vî wett stiärwen in diäm Strîte , un unse Wîwer un Kinger wett unsen Figgenden in dei Hänne fallen !	0
se is jo en gemeen Minsch , de ni geern alleen is , Maren schall eer Sellschop doon .	1
sei schient mi fiarwohr éin Höllengesindel .	0
Hiem-Hannes , de en heel kranke Boß harr , müß toletz sin Leben in de Feldschün besluten .	1
se mök sik awer up annere Art bemarklich , se kettel uns dermaßen in de Ogen un in de Näs , dat ik mi mit Verlöv von de Fruens en Zigarr ansteek .	1
de Schohster löppt rut , un as he den Pap dod liggen süht , meent he je nich anners as dat he em dodsmeeten hett .	1
Geist Du na Dien Huus , ik ga mit lang. « Se stüren langsam na Paul sien Hoffsteed to .	1
versatte min Vadder : et sall uns nit hingern , An diar Liawer seih ' iék dat gliek .	0
de Jungs weren op ' n mal boomstill waarn , blot Heine Bolten schreeg luut op , smeet sien Trummel weg un leep na Huus .	1
he seeg sik um as een Mann as Robinson de alleen op en Insel sitt , un dar fahr dat Schipp weg mit all wat to't Leben hör un he blev alleen .	1
nah veertein Dag ' weer de Piep wedder verswunn ' , un keen Minsch wüß , wo se staben un bleeben weer .	1
New Age – Nju Äidsch	0
wat man ni bruukt , is düür köfft .	1
abber böi sall ick an ne Frugge kummen ? ''	0
» Den schall He eten , Dierk. «	1
nahher süng ' he up egene Fust : » O du Deutschland , ich muß maschiarren « un » Wenn jemand eine Reise tut , so kann er was verzählen « .	1
as he awer achter de Steen keek , seeg he en Nest , un in dat Nest weern allerhand blanke Dinger .	1
büst kalvsch un appeldwatsch !	1
leider hiëtt Wulf Hölting in dä twäi Jaohren Studientid en grauten Fähler maket un de Kiärke in Ergensdorp van niggem buter acht laoten .	0
Gilead harre van sinem rächtmäötigen Ehewîf nuoch annere Süöhne un as dei ranwössen , jageren se Jiftach futt un säğğen : » Du kriss nicks af vam Iärwe , dat unse Vâer returlött , will dat du nit van unse Mouder afstammes. « Drümm moche Jiftach in dat Land Tob flüchen .	0
derhalwer göngen Hamor un Sichem unger dei Paorte van iëhrer Stâdt un vertallten , wat se af'emaket harren .	0
dat sünd nu mien Gedanken över de Saak , de ik mi wiet noog herhaalt heff , as Ji seet .	1
owwer van diän Israeliten konn me ouk väiërhunnertdousend Kriegslüü tellen , dei met diäm Schwiärt ümgaohn konnen. ( ... )	0
sülben faat se ni meer mit an , Cillja stunn de Bolten to Siet ; se maak blot af un to en Rundgang dörch Köök un Keller , Kamer un Stall .	1
kein WELTUNGERGANK	0
Salomo bestadt siëck met diär Dochter vam Pharao	0
bo abber Braikschmieß Franz dät Eäten luobere und saigar frogere : „ Hoanrech , bat schmecket de Töifeln gutt , bat ist dät fär ne Sorte ?	0
diän rapp ’ lert imme Häiern , Dai het se nit mehr all beynäin .	0
dao was sine ganze Kraft daodiënnt un van iëhme af'egaohn .	0
kain stäiġ dat Blaut tau Koppe , un iëhme leip dei Galle üöwwer , un hei leit diän Kopp hangen .	0
dann scheynt nit blaus de Sunne , is de Hiäwen nit blaus blo , dann hanget ock duistere Wolken verdächteg hey un do .	0
Verschoune ouk mine Famillge un mine Naokuommen .	0
so bilütten ward he denn ok möd , un de Weert höllt dat för dat Best , en Droschkenkutscher rantowinken , de unsen Buern denn richtig nah sin Herbergsvadder , den Koopmann Brandt henkutschert .	1
dat weer ok natürlich – man bruk Barenfett gegen Frost , he ok in kole Winter , wo em de Hann bi sin Geschäft leden – so weer de Voß dat hitzigste Thier , wat al sin List un Verslagenheit bewiesen de , un de Voßlung , op en egen Art inkakt – dat weer dat Geheemnis – gev Für .	1
de een drei sik verkeert üm , de anner waar op de Hacken patt , wiel sien Been to stief oder to kort weren .	1
» I , wo is he denn ?	1
eten un Drinken hett he nich anröögt , aver as Wiebn mal lisen vörföölt , hett he allerlei fallen laten – he knööpt jo den Mund eer apen as de Hand .	1
» Dat warrt woll beter « , wiek Maren ut , » in mien Jaren bringt en Kindsfoot sach keen lustig Gelag. «	1
» Süst wat ruuchbannig ut , Klaas « , spaaß de Buurvaagt un geev em de Hand ; » anner Lüüd mööt opstunns Haar laten un Du settst wülk an. «	1
Jakob bruuk domols blot en lütt Lammfell , üm sinen Broder den Segen ut ' e Hannen to winnen ... «	1
aver düt Jaar weer 't anners as sünst .	1
Wohrscheunlick het se kuaket un brohn ( Bört widder hiät gohn , dät mat me rohn . )	0
dao sagg dä Pannekauken : `` Iëck sin twäi Däiërnkes afflëaupen , dem Männeken Grîsebaort , dem Hasen Wittkopp , dem Fosse Dickstiärt un diäm Vüeggelken Wippstiärt ; dai , Wulf Grauteschnûte , sa ' ck auck wuoll wâren ! ''	0
» Du wäis jao , dat de Küönigsthroun äig'leck mî taustäiht , ganz Isreal hiät siëck dao dropp 'espitzet , dat iëck de nigge Küönig wöüë .	0
giät mol acht .	0
nu , harr he hier en feine Wirtschaft , so » Lütten un ' n Lütten « , awer anne Toonbank ; inne Gaststuv geev dat ok Beer un Grog un achter in de Kajüt erster Klass ' sogar Wien un Schampannje .	1
aver wat weer dat för ' n Klötern un Rasseln ?	1
wiarüm ' dat ?	0
» See mal Dien Schüün an : wo lang kann dat ool pulterige Dack noch dichtholen ?	1
dao he'vî düesen Hebräer i n't Hus 'enuommen , un sou danket hei uns dat .	0
Willy was nit blous ´n wahren Mester op de Trumme , hai konn ouck met Püster un Büsse umgaohn sau guët at dä annern im Tropp .	0
wat nöu ?	0
un wann se düchtig sind un wat van Veihtucht verstott , dann konnt se min Veih met versuorgen. « Jakob stäiht vüör diäm Pharao 1 Mose/Gen .	0
de Tidstrom tuëselt dat Plattdüütsch met Macht , he brengt et taum Wanken un lätt et arg schwanken , män hiëtt hä't bit nu nit taum Stüörten bracht .	0
se antword - hastig as't mi schien - se harr dar ok all an dacht .	1
se harre syek dütmol verklüngelt , Laip op de Diäl un in den Stall , Stäig op den Balken , in den Keller , Soh äis noh ’ m Rechten üewerall .	0
he betahlt keen Dörpslasten .	1
dat Water däilere siëck ; et stont op bei'en Sîten strack as 'ne Müüer , un dei Israeliten göngen dröügen Fautes midden düör dat Meer .	0
Schaulstunnen	0
Hiärmen op Wanderschaft .	0
denk dao âne , dat iëck diëck leif hewwe as min äigen Liäwen ! « Un dann sağğe Jonatan nuoch : » Muornemuorgen , dao wätt me diëck vermissen , will dat din Plass lierğ es .	0
denn geevt en Jägerfröhstück in de blanke Stuv mit den brun Püttjeraben vun : Rookfleesch , Mettwurst un Lütjenborger , so fein sick't opsetten leet op sneewitte Dischdöker .	1
nu wunnert man , dat eer egen Lüüd eer ni dootschaten hebbt ! «	1
nu harr se Kisten un Kasten voll , wona se hungert un lungert harr : wat holp eer nu Goot un Geld ?	1
Bröüers un Süstern	0
O Hiémmel !	0
un iék mak 're miék dran met minem Wiewe : wi drachten , Schliépern bi Dag un bi Nacht ; uns fehlden Karen un Wagen , Viéle Maihe koster ' et uns un mann'ge Malläste .	0
allens weer to Enn , much se denken , Maren waar Paul den Koop opseggen un weggaan .	1
billig beduért Diék din ganzet Geschlecht , du Kopp dias ganzen Geschlechtes !	0
nu kannst Du Di lingelang hinleggen , dat raut sik beter. «	1
„ Weyßte wat , iék heff na wat vergeätten , dat hahl iék mey na fix , go Doi all mol taum Bahnhoewe .	0
dar keem se achter en lange Reeg vun Gös ' an , de as en witte Linje över de Höchde gegen den blauen Heben opkeem ' un dalwarts na ' n Gaarn to trocken .	1
de Buurvaagt slöppt düsse Nacht ni goot , is mi bang , he seeg garto drang üm sik .	1
» Wo stei 't mit uns ' Land ? « froog se mösam , un as se seen much , dat eer Broder tögern dee , sett se hinto : » Volle Waarheit , Tyge !	1
sietdem harr mien Vetter sien » Kerl « in mien Ohrn allen Respekt verlarn : dat he en Tollbeamten bedüd , lehr ick aver nu erst bi Anna kenn .	1
Schnaiklöckskes klein , de Spitzkes sind all grain , et scheynt all witt herviär , Lente stäiht viär d ’ r Diär .	0
jao , dao was jao ne Stäintrappe nao unnen , dao moch doch en Keller sin .	0
( Esra 1 , ut 1 – 7 )	0
ne ROREN ARTIKEL	0
iék denke , Wall betahlen sall hei dian Hahn !	0
erbarmt Au , wu iék verletz't sin , Mine Kinger un iék .	0
dat Karnikel erschéin , dôtau dei Krägge , sei brachten Groute Klagen giéger Au viar .	0
seiht , hie liét sei !	0
büst warraftig ümmer noch spattelig as en Veerwekensfarken ! «	1
Isaak un Ismael , wat sine Süöhne wäären , brächen 'ne in de Äärde in diäm Hüöhllock Machpela op diäm Grund , diän hei van diän Hethitern 'ekofft harre , niäwen siner Frau Sara .	0
wenn ik in de Kök bün un leeg de Köksch oder de Mäten de Hut geheurig vull , denn steiht se up'nmal bi een , mokt » Pst ! « un seggt : » Na , Fritz , nu aber wird 's Zeit für Sie. « «	1
Krekelbuarn !	0
Stiärwensmaote reip hei nao sinem Waffendriäger un sağğe tiëger 'ne : » Trecke din Schwiärt un schlao mi dout !	0
» Henn Kark harr eer stalen , see he .	1
» Ach , dat is jo Hannes !	1
» Du hest recht , lütt Paul , ik snack sach dumm Tüüch .	1
iëck well ink jao trecken laoten un nit mäh länger hî faste hollen. « Mose saġġe : » Dat well ' k wuohl daun .	0
bedenken Sie doch , verramponiert von außen und innen. «	1
hinger diésen ström 're dei Menge diar Armen un Rieken , Alle wünsker ' n Reinekens Dout un wollen iahn seihen .	0
» Wenn hier noch en Moder in Huus weer !	1
» Dag ! « De Ool seeg garnich op von de Arbeit .	1
so gung dat langsam .	1
dat Tüüg , bao me Häschers van maken konn .	0
vam Küern met Guott	0
un äinet Dâges , dao harre mî doch sau ' n langen Franzmann äin ' op diän Arm hoğğt , dat iëck diän Fluork nit mäh ' bewiägen konn .	0
» Dat weetst Du vellicht , Doortjn Holm , Abel un Maria loopt jo alltiet bi Di ut un in « , froog Elsbe .	1
anplass Die Fahne hoch !	0
» Dat heff ik in düsse Daag beleevt .	1
» Denn segg em , he müß gliek kamen , dörchut ! « reep he eer to .	1
wer harr nich in Gefahr stahn , en Irrlicht natolopen in een vun de Döpels rin op't Rugenmoor , de bet de Glashütt bi Lexfähr ünner de Eer weglöppt , Gott weet wo deep .	1
» En Haas kriggt man knapp to seen – is man goot , dat de meisten keen Höner drapen köönt , sünst knallen se allens weg , wat Leben hett. «	1
op en acht Dags Tied ? « Un de acht Dag ' legen lingelang vör mi utreckt , vun ' n Morgen bet to ' n Abend as luder Glück un Seligkeit .	1
bi den olen Niemeier up Söbenbargen kehren se to fröhstücken an .	1
denn rummel uns mal wat vör , Hannes ! «	1
Fraag eer mal , schallst Di verferen – wat ut Paul Struck sien Hannen kommt , nimmt se nich. « Se trock em an 't Finster .	1
… un spüören datt dao bat ies/ dat do bai ies , bat miek höllt ?	0
Jürn Hamm : denn kümmt hier so veel losbannig Gesinnel ; dat siedelt sik hier an , un los wardn künnt wi se denn nich wedder .	1
wat iähm , Hölting , inföll , hei härre sine Christenplicht in sine Wuënngemeinde un nit in sine Schaulgemeinde te daun !	0
odder glöüwes du , dat iëck diëck nit betahlen kann ? « , saġġe hei .	0
darvun wull aver Maria afsluuts nix weten , se weer so bestimmt trüch , dat de Perückenmaker dat Spill verlopen müß .	1
- - Näi , düt hiät kännen Sinn , in dät Dingen gäiht nit gnaug in .	0
in düeser Tid gaffe't nuoch keine Küönige un jäideräine dää , wat iëhm gefoll. «	0
Sü , lütt Maren , wenn ik de Geldkist see oder ok man an eer denk , denn – ja , watt schall ik seggen ?	1
du hölles nit viëll van Äigendum .	0
tau gleyk äk de leste op deäm Haimeweäg .	0
wer leewer Beer wull , kunn ok Beer drinken .	1
Wei wat Guéres ânfäng't , sall nümols wielen , versatte Reineke drop .	0
hai wäis us dä stummen Gestalten op sînemWagen un sach : „ Partisânen .	0
man kun n't nich seggen , op he Christ oder Jud weer , op he veertig oder sößtig Jahr old weer , op he Geld har oder en armen Slucker weer .	1
giäw ! < “ – Owwer nit alleene bie den Papen – wotau besunders dei Ueöwerpape in Rom met sienem Anhange gehöärt – sundern ok bie viälen andern Heären hett et ok immer „ giäw !	0
